Comment,Toxic,Urdu,predicted_label
"Khudkushi ki ittela par muqami Police, fauri wahan pohanchi aur laash ko postmortem ke liye dawakhana Osmania muntaqil kardiya",0.0, خودکشی کی اطلاع پر مقامی پولیس ، فوری وہاں پہنچی اور لاش کو پوسٹ مارٹم کے لئے دواخانہ عثمانیہ منتقل کر دیا ,1
Jis ke liye mein sabhi ka shukarguzar hon,0.0, جس کے لیے میں سبھی کا شکرگزار ہوں ,1
Bhai apni darri dekh Or kaam dekh,0.0, بھائی اپنی داڑھی دیکھ اور کام دیکھ ,0
Tab aik sadabahar geet ne janam liya,0.0, تب ایک سدا بہار گیت نے جنم لیا ,0
Jab badsha khara ho jay,0.0, جب بادشاہ کھڑا ہو جائے ,0
Few,0.0, فیو ,1
Ohh dallay mumtaz qadri dozki .. Agar janat may ha qadri to lanat janat k opar,1.0, اوہ دلّے ممتاز قادری دوزخی . . اگر جنت میں ہے قادری تو لعنت جنت کے اوپر ,1
Aao Lun pot lo...gando Indians,1.0, آؤ لن پٹ لو . . . گانڈو انڈینز ,1
tawaqat ke motabiq yeh match bhi dilchasp aur sansani khaiz raha dono khelari (palyer) jarhana andaz apnate rahe aur shaiqeen ala khail seylutf andoze hote rahe,0.0, توقعات کے مطابق یہ میچ بھی دلچسپ اور سنسنی خیز رہا دونوں کھلاڑی ( پالییر ) جارحانہ انداز اپناتے رہے اور شائقین اعلیٰ کھیل سے لطف اندوز ہوتے رہے ,1
Column ke is tukde ney lakhoon mubasireen ki tawajah apni taraf mabzool karli,0.0, کالم کے اس ٹکڑے نے لاکھوں مبصرین کی توجہ اپنی طرف مبذول کرلی ,1
zila Srikakulam ke summa pait mandal ke moza Yerramukam mein itwaar ko jungli reechh ke hamla mein aik 50 sala khatoon halaak aur deegar 7 zakhmi hogaye,0.0, ضلع سریکاکولم کے سوما پیٹ مندل کے موضع ییراموکم میں اتوار کو جنگلی ریچھ کے حملہ میں ایک 50 سالہ خاتون ہلاک اور دیگر 7 زخمی ہوگئے ,1
Gurumandir Per Firing Se 1 Shakhs Janbahaq,0.0, جوروماندیر پر فائرنگ سے 1 شخص جاںبحق ,1
Shulon ki yeh lapait New York shehar se bhi badi hai aur ab Los Angeles ke size ki hoti jarahi hai,0.0, شعلوں کی یہ لپیٹ نیو یارک شہر سے بھی بڑی ہے اور اب لوث انجلس کے سائز کی ہوتی جارہی ہے ,1
In ka sab se barha test score 188 runs not out raha,0.0, ان کا سب سے بڑا ٹیسٹ سکور 188 رنز ناٹ آؤٹ رہا ,1
Wo guzishta dinon Russia mein hone wale World University moqablon mein Pakistan Universities ki numaindagi kar chuki hain,0.0, وہ گذشتہ دنوں رشیا میں ہونے والے ورلڈ یونیورسٹی مقابلوں میں پاکستان یونیورسٹیز کی نمائندگی کر چکی ہیں ,0
Namzadgi daakhil karne se qabal Rahul Gandhi ney Road show kiya,0.0, نامزدگی داخل کرنے سے قبل راہل گاندھی نے روڈ شو کیا ,1
rizvi sahab you are right,0.0, رضوی صاحب یو آر رائٹ ,0
Ustaad kehen lage  Yeh ladki agar singing seekh le to bohat acha gaegi,0.0, استاد کہیں لگے یہ لڑکی اگر سنگِنگ سیکھ لے تو بہت اچھا گائیگی ,1
Laanat hai is pe,1.0, لعنت ہے اس پہ ,1
New Delhi: Hindustan ki Dar-ul-hukoomat Dehli ke ferozshah kotlah ground par khailay jaanay walay muqaabla mein Dehli Capitals aur maheman chennai super kings aamnay samnay honge lekin is muqaabla mein dono hi teamon ke Captains Rishabh Pant aur MS Dhoni ki qayadat aur batting par dunyae cricket ki tavajjo markooz hongi kyun kay worldcup ke tanazur mein MS Dhonike sath dusray wicket keeper ki shamoliat ke liye Pant ko sab se mazboot dawaydaar maana ja raha hai,0.0, نیو دیلی : ہندوستان کی دارلحوکومت دہلی کے فیروزشاہ کوتلاح گراؤنڈ پر کھیلے جانے والے مقابلے میں دہلی کیپیٹلس اور مہمان چنئی سپر کنگس آمنے سامنے ہونگے لیکن اس مقابلے میں دونوں ہی ٹیموں کے کیپٹینس ریشابح پینٹ اور ایم ایس دھونی کی قیادت اور بیٹنگ پر دنیائے کرکٹ کی توجہ مرکز ہونگی کیوں کہ ورلڈ کپ کے تناظر میں ایم ایس دھونی کے ساتھ دوسرے وکٹ کیپر کی شمولیت کے لئے پینٹ کو سب سے مضبوط دعویدار مانا جا رہا ہے ,1
5 laakh se zayed kitabon ki sahuliyaat sabah 7 bujey se le kar aadhi raat 12 bajey tak faraham karti hai lekin yeh guzashta do dahoun se kayi ek masail ka shikaar hai,0.0, 5 لاکھ سے زائد کتابوں کی سہولیات سباہ 7 بجے سے لے کر آدھی رات 12 بجے تک فراہم کرتی ہے لیکن یہ گزشتہ دو داحون سے کئی ایک مسائل کا شکار ہے ,1
Kabhi pooch kar dekho mujh se apni yaadon ka aalam FARAZSari sari raat sitaaron se tera zikar kiya karte hain,0.0, کبھی پوچھ کر دیکھو مجھ سے اپنی یادوں کا عالم فراز ساری ساری رات ستاروں سے تیرا ذکر کیا کرتے ہیں ,1
Maha Raja Patiala ki team ka hissa rahe,0.0, ماہا راجہ پٹیالہ کی ٹیم کا حصہ رہے ,0
Aur Allah apko jannatul firdos Ataa farmaye.,0.0, اور اللہ آپکو جنت الفردوس عطا فرمائے . ,1
labbaik YA RASOOL ALLAH,0.0, لبیک یا رسول اللہ ,0
Kaha gaye tayyyyy,0.0, کہاں گئے تھے ,1
"Washington se mossola it-tila-aat ke mutabiq Trump ney singapore mein 12 June ko munaqqid shudni mulaqaat ka hawala dete hue shumali koiyai quied ke mosooma maktoob mein kaha' ' afsos ke, aap ke haliya bayanaat mein zahir kardah ghair mamooli gussa aur adawat ki asaas par mein mehsoos karta hon ke is waqt darina mansoobah band ijlaas munaqqid karna munasib nahi hoga",0.0, واشنگٹن سے موصولہ اطلاعات کے مطابق ٹرومپ نے سنگاپور میں 12 جون کو منعقد شدنی ملاقات کا حوالہ دیتے ہوئے شمالی کوریائی قائد کے موسومہ مکتوب میں کہا ’ ’ افسوس کہ ، آپ کے حالیہ بیانات میں ظاہر کردہ غیر معمولی غصہ اور عداوت کی اساس پر میں محسوس کرتا ہوں کہ اس وقت دیرینہ منصوبہ بند اجلاس منعقد کرنا مناسب نہیں ہوگا ,1
Fake voices are recorded,0.0, فیک وائس آر ریکارڈڈ ,0
@Sayem Alam what do u means ..?,0.0, @ سائیم آلم وٹ ڈو یو مینز . . ؟ ,0
molana !' ' meri biwi ammi ( jo muamar bhi hain aur bewa bhi ) ke sath nahi rehna chahti,0.0, مولانا ! ’ ’ میری بیوی امی ( جو معامر بھی ہیں اور بیوہ بھی ) کے ساتھ نہیں رہنا چاہتی ,1
Yadav 2 nishist se bhi lok sabha intikhabaat jeetnay mein kamyaab rahay hain,0.0, یادو 2 نشست سے بھی لوک سبھا انتخابات جیتنے میں کامیاب رہے ہیں ,1
That's what I do,0.0, دیٹس واٹ آئی ڈو ,1
Chai ke shouqeen afraad ko aksar pait phoolnay ki shikayat hoti hai jis ki ahem wajah nahar mooo chai piinaa hai,0.0, چائے کے شوقین افراد کو اکثر پیٹ پھولنے کی شکایت ہوتی ہے جس کی اہم وجہ نہار منہ چائے پینا ہے ,1
"Unhon ne kaha ke zar e mubadla ke zakhair taizi se gir rahay hain, gas ke tamam muahiday dollar mein hotay hain, kal ka faisla bhi isi silsilay ki kari hai, agar hum ne faislay nah kiye aur zar e mubadla zakhair mazeed gir satke hain .",0.0, انہوں نے کہا کہ زر مبادلہ کے ذخائر تیزی سے گر رہے ہیں ، گیس کے تمام معاہدے ڈالر میں ہوتے ہیں ، کل کا فیصلہ بھی اسی سلسلے کی کڑی ہے ، اگر ہم نے فیصلے نہ کیے اور زر مبادلہ ذخائر مزید گر سکتے ہیں . ,1
2 saal bad team aur board ke ikhtelafaat ke sabab inho ne istefaa de diya aur teesri baar milne wali captainship retirement par khatam hui,0.0, 2 سال بعد ٹیم اور بورڈ کے اختلافات کے سبب انہوں نے استعفیٰ دے دیا اور تیسری بار ملنے والی کیپٹنشپ ریٹائرمنٹ پر ختم ہوئی ,1
aisi diet Kiya karain:D,0.0, ایسی ڈائٹ کیا کریں : ,1
sprim court naay inhen aik ahcha pachada sirf zabani nahi balkay iqdaam ke tor par,0.0, سپریم کورٹ نے انہیں ایک اچھا پچادا صرف زبانی نہیں بلکہ اقدام کے طور پر ,1
KUTTAY KHADIM TUJHAY MOTT AA JAYAY AMEEN SUM AMEEN,1.0, کتے خادم تجھے موت آ جائے آمین ثم آمین ,1
pak fauj ko salam,0.0, پاک فوج کو سلام ,0
Dastar-khuwan per baithnay aur boti moun main dalnay ki dair thi k light chali gai.,1.0, دستر-خوان پر بیٹھنے اور بوٹی منہ میں ڈالنے کی دیر تھی کے لائٹ چلی گئی. ,1
"--FEMALE--
Deewangi mushkil badi
Main kya karoon, mujhko bataa
Is dard ki kya hai davaa
Tu jo kahe mangoon duaan",0.0, --فیمیل-- دیوانگی مشکل بڑی میں کیا کروں ، مجھکو بتا اس درد کی کیا ہے داوا تو جو کہے مانگوں دعان ,1
 Saudi arab sameit khaleej taawun council America ko khiliji mulkon ki samandari hudood mein fouj tainaat karne ki ijazat day chuki hai ,0.0, سعودی عرب سمیت خلیج تعاون کونسل امریکہ کو خلیجی ملکوں کی سمندری حدود میں فوج تعینات کرنے کی اجازت دے چکی ہے ,1
A ke talba ne kisi qadr behtar nataij haasil kiye hain,0.0, آ کے طلبا نے کسی قدر بہتر نتائج حاصل کیے ہیں ,1
Mujha,0.0, مجھے ,0
Ravala Chandra Shekhar Rao aur deegar shaamil hain,0.0, راولہ چندرا شیکھر راؤ اور دیگر شامل ہیں ,0
Agar koi musafir na munasib harkat karta hai to is soorat e haal se nimatney ke liye aik protocol maujood hai,0.0, اگر کوئی مسافر نہ مناسب حرکت کرتا ہے تو اس صورت حال سے نیمٹنے کے لیے ایک پرٹوکول موجود ہے ,1
jise aisa sex krna h our ik ghante lagatar chudna h vo samprk kre 9646493075,1.0, جسے ایسا سیکس کرنا ہے اور اک گھنٹے لگاتار چدنا ہے وہ سمپرک کرے 9646493075 ,1
Main Chodunga Tujhe my no 9354444855,1.0, میں چودوںگا تجھے مائی نمبر 9354444855 ,1
Poor prosijer bta dain k kis par likhn hy or k say,0.0, پور پروسیجر بتا دیں کے کس پر لکھی ہے اور کے سے ,1
 Narendra   Modi  ney apne ek  deegar tweet mein yeh bhi likha ke Hindustan ki awam ney Chowkidar  ban kar mulk  ke liye ek  behtreen kaam kiya hai,0.0, نریندرا مودی نے اپنے ایک دیگر ٹویٹ میں یہ بھی لکھا کہ ہندوستان کی عوام نے چوکیدار بن کر ملک کے لیے ایک بہترین کام کیا ہے ,1
ALLAH hidayat naseeb farmye (Ameen),0.0, اللہ ہدایت نصیب فرمائے ( آمین ) ,1
Ganda molvi hai langra molvi,1.0, گندا مولوی ہے لنگڑا مولوی ,0
Mahireen ney is kamyabi ke baad Aspirin par mazeed tehqeeq par zor diya hai,0.0, ماہرین نے اس کامیابی کے بعد ایسپرین پر مزید تحقیق پر زور دیا ہے ,1
No abusive language.. No slanging... Still makes us laugh,0.0, نو ابیوسیو لینگویج . . نو سلینگنگ . . . اسٹل میکس اس لاف ,0
Pakistani Jatt Pakistani Muslims se toh bohot behtar h hum.jai hind.,0.0, پاکستانی جٹ پاکستانی مسلمز سے تو بہت بہتر ہیں ہم . جے ہند . ,1
Khe rahe hain muqalifat ki bat n.a. karo,0.0, کہہ رہے ہیں مخالفت کی بات نہ. کرو ,0
sharm kro khty ho Hadis k motabik chal rhy ha bhi ma bap ki parvirish ma kmi rh gi hogi k asi ilfaz nikal rhy ho,1.0, شرم کرو کہتے ہو حدیث کے مطابق چل رہے ہے بھئی ماں باپ کی پرورش میں کمی رہ گئی ہوگی کہ ایسے الفاظ نکال رہے ہو ,1
"Theres something about tonight
Something very special
Something about the way you move that thing
Something very special
Something about the way you have made
Something very special
Theres something about tonight
Something very special (Repeat once)
Here we go..
Sari ki sari duniya bhula ke
Main toh tere naal nachna (Baby youre so sexy)
Boy you could be
My one and only
Main toh tere naal nachna
Then I see you lookin on me",0.0, دیراز سمتھنگ اباؤٹ ٹو نائٹ سمتھنگ ویری اسپیشل سمتھنگ اباؤٹ دا وے یو موو دیٹ تھنگ سمتھنگ ویری اسپیشل سمتھنگ اباؤٹ دا وے یو ہیو میڈ سمتھنگ ویری اسپیشل دیرز سمتھنگ اباؤٹ ٹو نائٹ سمتھنگ ویری اسپیشل ( رپیٹ ونس ) ہیئر وی گو . . ساری کی ساری دنیا بھلا کے میں تو تیرے نال ناچنا ( بےبی یور سو سیکسی ) بوائے یو کڈ بے مائن ون اینڈ آنلی میں تو تیرے نال ناچنا دین آئی سی یو لوکین آن میں ,1
Laptop wala mein hoon,0.0, لیپ ٹاپ والا میں ہوں ,1
sath hi sath unhoun ne congress se ticket ki guzarish ki hai,0.0, ساتھ ہی ساتھ انہوں نے کانگریس سے ٹکٹ کی گزارش کی ہے ,1
Praveen Togadia ki Chalo Ayodhya rally,0.0, پروین توگاڑیا کی چلو ایودھیا ریلی ,0
agar tumhein maloom ho jaye jo hum keh nahi sakte to bus smjh jana k yeh un jazboon ki khushbu haijinhein hum keh nahi saktemagr tum jo ijazat do to chand lafzon main keh daloon k TUM BIN MAR TO SAKTE HAINPARTUM BIN JEE NAHI SAKTE,0.0, اگر تمہیں معلوم ہو جائے جو ہم کہہ نہیں سکتے تو بس سمجھ جانا کے یہ ان جذبوں کی خوشبو حایجینحئین ہم کہہ نہیں ساکتیماجر تم جو اجازت دو تو چند لفظوں میں کہہ ڈالوں کے تم بن مر تو سکتے حاینپارتوم بن جی نہیں سکتے ,1
Ghussay Ka Karwa Ghoont Pee Jaya Karo,0.0, غصے کا کڑوا گھونٹ پی جایا کرو ,1
Cheen ki aabadi 1 arab 37 crore ke lag bhag hai aur woh aabadi ke aitbaar se ab bhi duniya ka sab se basa Mulk hai,0.0, چین کی آبادی 1 عرب 37 کروڑ کے لگ بھگ ہے اور وہ آبادی کے اعتبار سے اب بھی دنیا کا سب سے بسا ملک ہے ,1
Your voice is awesome,0.0, یور وائس از آوسم ,0
ha ha ha ha ha,0.0, ہا ہا ہا ہا ہا ,1
galti is ki nai hai lanat on py honi chahiye jo agy baith k galion k jawab mein subhan allah keh rahy hain ye to halat hai is jahil qaom ki,1.0, غلطی اس کی نہیں ہے لعنت ان پہ ہونی چاہیے جو آگے بیٹھ کے گالیوں کے جواب میں سبحان اللہ کہہ رہے ہیں یہ تو حالت ہے اس جاہل قوم کی ,1
"Sukkur soul hospital ke doray ke baad media se guftagu karte hue Khurshid Shah ka kehna tha ke kulsoom Nawaz aik behtareen khatoon aur sayasatdan theen, un ke intqaal par shareef khandan ke dukh mein barabar ke shareek hain .",0.0, سکھر سول اسپتال کے دورے کے بعد میڈیا سے گفتگو کرتے ہوئے خورشید شاہ کا کہنا تھا کہ کلثوم نواز ایک بہترین خاتون اور سیاستدان تھیں ، ان کے انتقال پر شریف خاندان کے دکھ میں برابر کے شریک ہیں . ,1
bro this one is really good it is savage,0.0, برو دس ون از ریلی گڈ اٹ از سیویج ,0
yeh dono qaideen taqreeban aik saal ke waqfa ke baad mulaqaat karen ge,0.0, یہ دونوں قائدین تقریباً ایک سال کے وقفے کے بعد ملاقات کریں گے ,0
Dykh lo ab isko,0.0, دیکھ لو اب اسکو ,1
is game ka name kia hai,0.0, اس گیم کا نام کیا ہے ,0
?,0.0, ؟ ,0
Translation - sab porki miya log jihad karo Bache madrassa mein padhao gaand mein bomb lekar logon mein ghus jao Is tarike se pakistan aage pahunchega insha allah Han aur katora lekar bheekh maango goron se,1.0, ٹرانسلیشن - سب پورکی میاں لوگ جہاد کرو بچے مدرسہ میں پڑھاؤ گانڈ میں بم لیکر لوگوں میں گھس جاؤ اس طریقے سے پاکستان آگے پہنچےگا ان شاء اللہ ہاں اور کٹورا لیکر بھیک مانگو گوروں سے ,1
"Rozana Multivitamins ki dawai khoraak, dil ke amraaz ke khatraat ko ghatanay ka jo ta-assur paaya jata hai woh durust nahi hai",0.0, روزانہ ملٹی وٹامنزکی دوائی خوراک ، دل کے امراض کے خطرات کو گھٹانے کا جو تاثر پایا جاتا ہے وہ درست نہیں ہے ,1
Jis sham barastay hain tere hijr k badalUs shab koi hijr ka tara nahi hotaYun hi mere pehlu mein chala ata hai aksarWo dard jisy main ne pukara b nahi hota,0.0, جس شام برستے ہیں تیرے ہجر کے بادل اس شب کوئی ہجر کا تارہ نہیں ہوتا یوں ہی میرے پہلو میں چلا آتا ہے اکثر وہ درد جسے میں نے پکارا بھی نہیں ہوتا ,1
Yun to Hollywood mein bohat se kamiyab directors producers aur story writer guzre hain lekin in mein aik naam aisa bhi hai jo kamiyabi ki zamanat samjha jata hai aur wo naam hai Steven Spielberg ka& jin ki films ka intezar duniya bhar ke shaiqeen ko shiddat se rehta hai,0.0, یوں تو ہولی ووڈ میں بہت سے کامیاب دائریکتڑز پرڈیوسرز اور اسٹوری رائٹر گزرے ہیں لیکن ان میں ایک نام ایسا بھی ہے جو کامیابی کی ضمانت سمجھا جاتا ہے اور وہ نام ہے سٹیون سپیلبرگ کا اینڈ جن کی فلمز کا انتظار دنیا بھر کے شائقین کو شدت سے رہتا ہے ,1
Insaaniyat ko sharmsaar kardainay walay aik waqea mein qarz ke bojh taley dabey 1 shakhs ne 3,0.0, انسانیت کو شرم سار کردینے والے ایک واقعے میں قرض کے بوجھ تلے دبے 1 شخص نے 3 ,1
Hyderabad central university camps ke atraaf mein ki jungli janwar dikhayi dete hain jin mein khaas aur qabil zikar janwar hiran hai,0.0, حیدرآباد سینٹرل یونیورسٹی کیمپس کے اطراف میں کہ جنگلی جانور دکھائی دیتے ہیں جن میں خاص اور قابل ذکر جانور ہرن ہے ,1
Gandoo khud Dhari rak kar badchudiya kar raha hai bharwa,1.0, گانڈو خود داڑھی رکھ کر بدچودیاں کر رہا ہے بھڑوا ,1
are to gardan kyon chod di gandu,1.0, ارے تو گردن کیوں چھوڑ دی گانڈو ,1
Very Funny,0.0, ویری فنی ,1
tmhara maslaa hmaisha ka,0.0, تمھارا مسئلہ ہمیشہ کا ,0
Bs is cheez k upar nhi bolne ka kuch jyda bar ho gya,0.0, بس اس چیز کے اوپر نہیں بولنے کا کچھ زیادہ بار ہو گیا ,1
"tum bin aawe na chain
re sanwariya re",0.0, تم بن آوے نا چین رے سانوریا رے ,1
Manshiyat ke aadi afraad ka ilaajgah Sohrabh goth ke ward jahan 200 manshiyat ke aadi afraad ko rokne ki gunjaiysh hai.,0.0, منشیات کے عادی افراد کا علاج سوحراب گوٹھ کے وارڈ جہاں 200 منشیات کے عادی افراد کو روکنے کی گنجائش ہے . ,1
Ye log chahte he pakistan zinda banda naa bheje age se ye sale gashti ke bacha chahte hen,1.0, یہ لوگ چاہتے ہے پاکستان زندہ بندہ نا بھیجے آگے سے یہ سالے گشتی کے بچے چاہتے ہیں ,1
Bro make more on this series and its very funny,0.0, برو میک مور آن دس سیریز اینڈ اٹس ویری فنی ,1
Un ke alawa 2011 ki BPL fehrist se bhi naam liye gaye hain magar mustahiqeen ke naamon ke intekhab mein abhi se jealsaazi shuru hogayi,0.0, ان کے علاوہ 2011 کی بی پی ایل فہرست سے بھی نام لئے گئے ہیں مگر مستحقین کے ناموں کے انتخاب میں ابھی سے جعل سازی شروع ہوگئی ,1
ma ne itny jawab dye tum q ni de rahy k what should we do. ?,0.0, ماں نے اتنی جواب ڈائی تم کیوں نی دے رہے کے واٹ شڈ وی دو . ؟ ,1
Pure mulk ki baizti krwa di ha us ne kia chera khila k jay,0.0, پورے ملک کی بےعزتی کروا دی ہے اس نے کیا چہرا کھلا کے جائے ,1
akele to hum pehly bhi jee rahy they farazkiyon tanha se ho gaye hain tere jane k baad,0.0, اکیلے تو ہم پہلے بھی جی رہے تھے فراز کیوں تنہا سے ہو گئے ہیں تیرے جانے کے بعد ,1
5 hai,0.0, 5 ہے ,1
Sub ya to muhajir hen ya Panjabi koi bhi Sindhi nahi Hy video me,0.0, سب یا تو مہاجر ہیں یا پنجابی کوئی بھی سندھی نہیں ہے ویڈیو میں ,0
"unhon ney kaha ke fouj daari muqadmaat mein fori insaaf tehreek insaaf ki hukoomat ki awleen tarjeehat mein se aik hai, waqeye mein mulawis afraad ko blatfriq katehray mein layajaye .",0.0, انہوں نے کہا کہ فوج داری مقدمات میں فوری انصاف تحریک انصاف کی حکومت کی اولین ترجیحات میں سے ایک ہے ، واقعے میں ملوث افراد کو بلاتفریق کٹہرے میں لایا جائے . ,1
6 feesad rehne ke imkaan ka izhaar kiya gaya hai,0.0, 6 فیصد رہنے کے امکان کا اظہار کیا گیا ہے ,1
Mjhe messages nahi milra,0.0, مجھے میسجز نہیں میلرا ,1
baad azan Nusrat Jahan ko Dhaka Medical College Hospital pohanchaya gaya jahan doctors nay kaha tha ke Taliba ka jism 80 feesad tak jhulas chuka hai,0.0, بعد اذاں نصرت جہاں کو دھکا میڈیکل کالج اسپتال پہنچایا گیا جہاں ڈاکٹرز نے کہا تھا کہ طالبہ کا جسم 80 فیصد تک جھلس چکا ہے ,1
Kamal hai yarrrr,0.0, کمال ہے یار ,0
Falasteeni mehakuma Auqaaf ki taraf se yeh bayan Israeli hukkaam ki taraf se is iqdaam ke radd e amal mein jari kya gaya hai jis mein sehyoni hukkaam ney police se Yahoodi abaadkaron ko Qibla e Awwal par dhaavon se rokney aur Talmudi taalimaat ke mutabiq mazhabi rusomaat ki adayigi se mana karne ki wazahat talabb ki hai,0.0, فلسطینی محکمہ اوقاف کی طرف سے یہ بیان اسرائیلی حکام کی طرف سے اس اقدام کے رد عمل میں جاری کیا گیا ہے جس میں سیحونی حکام نے پولیس سے یہودی آبادکاروں کو قبلہ اول پر دھاووں سے روکنے اور تلمودی تعلیمات کے مطابق مذہبی رسومات کی ادائیگی سے منع کرنے کی وضاحت طلب کی ہے ,1
"unka kalaam fard saazi, qoum saazi aur ensaan saazi ka mehwar hai",0.0, انکا کلام فرد سازی ، قوم سازی اور انسان سازی کا محور ہے ,1
PM Ka Youth Business Loan Par Markup 6 Karne Ka Elaan,0.0, پی ایم کا یوتھ بزنس لون پر مارک اپ 6 کرنے کا اعلان ,1
Dur Kahi Ek Chhoti Si Basti Thi; Jaha Kahi Ek Randi Basti Thi; Unki Gaand Mein Itni Masti Thi; Jitna Daalo Utna Hasti Thi; Magar Aap Kyon Haste Ho; Kya Aap Ki Hi Woh Basti Thi!,1.0, دور کہیں اک چھوٹی سی بستی تھی ; جہاں کہیں اک رنڈی بستی تھی ; انکی گانڈ میں اتنی مستی تھی ; جتنا ڈالو اتنا ہنستی تھی ; مگر آپ کیوں ہنستے ہو ; کیا آپ کی ہی وہ بستی تھی ! ,1
Detail read ki apny?,0.0, ڈیٹیل ریڈ کی اپنے ؟ ,1
is waqt woh nasha ki haalat mein tha,0.0, اس وقت وہ نشہ کی حالت میں تھا ,1
apny andar se Ghuroor ki aadat ko mitta dena chahty ho,0.0, اپنے اندر سے غرور کی عادت کو مٹتا دینا چاہتی ہو ,1
"* * * * * * * * *Shab-e-Barat* **mubarik ho** Aey ALLAH aj me tujse sb k lye mangta hon,  Kamil Iman Sacha Yaqin Kushada Rizq Ajizi or Pyar krne wala Dil Tera Zikr krne wali Zuban Halal or Pak Rozi Sache Dil se mot se phly ki Tauba Mot k waqt Kalma or Asani Marne k bad ..",0.0, * * * * * * * * * شب برات * * * مبارک ہو * * اے اللہ آج میں تجھ سے سب کے لیے مانگتا ہوں ، کامل ایمان سچا یقین کشادہ رزق عاجزی اور پیار کرنے والا دل تیرا ذکر کرنی والی زبان حلال اور پاک روزی سچے دل سے موت سے پہلے کی توبہ موت کے وقت کلمہ اور آسانی مرنے کے بعد . . ,1
"naa aadamee kaa koee bharosaa, naa dosatee kaa koee thhikaanaa
wafaa kaa badalaa hain bewafaee, ajab jamaanaa hain ye jamaanaa",0.0, نہ آدمی کا کوئی بھروسہ ، نہ دوستی کا کوئی ٹھکانا وفا کا بدلہ ہیں بے وفائی ، عجب جمانہ ہیں یہ جمانہ ,1
Tujh se eidi mAng ra tha laaa joo harap ki woo de doo,0.0, تجھ سے عیدی مانگ را تھا لا جو ہڑپ کی وہ دے دوں ,1
"Qaumi assembly mein oppostion leader Shahbaz shareef nay wazeer khazana par jawabi waar karte hue kaha ke wazeer e khazana nay loadshedding ka tokchh nahi bataya aur transaction line par chale gaye, PTI ke davon par aitebar karmay tou mulk mein andheray hotay .",0.0, قومی اسمبلی میں اپوزیشن لیڈر شہباز شریف نے وزیر خزانہ پر جوابی وار کرتے ہوئے کہا کہ وزیر خزانہ نے لوڈ شیڈنگ کا توکچھ نہیں بتایا اور ٹرانسیکشن لائن پر چلے گئے ، پی ٹی آئی کے دعووں پر اعتبار کرمے تو ملک میں اندھیرے ہوتے . ,1
G d bakshi big harami,1.0, جی ڈی بکشی بگ حرامی ,0
Bhai tune aur...aur.....aur..... ka pura video nhi dikhayi,0.0, بھائی تونے اور . . . اور . . . . . اور . . . . . کا پورا ویڈیو نہیں دکھائی ,0
Ohdedaron ko androon 90 yom raqmi takhsees ke liye working plan paish karne ki hadaayat,0.0, عہدیداروں کو اندرون 90 یوم رقمی تخسیض کے لیے ورکنگ پلان پیش کرنے کی ہدایت ,0
Hindu se shadi hona bohat mushkil amar tha,1.0, ہندو سے شادی ہونا بہت مشکل امر تھا ,1
@Asad Ali himmat hai toh kaha hai tu lgta kusra hai,1.0, @ اسد علی ہمت ہے تو کہا ہے تو لگتا کھسرا ہے ,1
yeh haadsa kota Chittor high way par Chittorgarh se taqreeban 55 kilomitr ke faasla par paish aaya,0.0, یہ حادثہ کوٹہ چھیتر ہائی وے پر چترگڑھ سے تقریباً 55 کلومیٹر کے فاصلہ پر پیش آیا ,1
Nice video bhai,0.0, نائس ویڈیو بھائی ,0
Anyaa ye tm.ne kha tha mjhe,0.0, انیا یہ تم . نے کہا تھا مجھے ,1
"aag se dosti usaki thi jala ghar mera
di gayi kisako saza aur khata kisaki thi",0.0, آگ سے دوستی اسکی تھی جلا گھر میرا دی گئی کسکو سزا اور کہتا کسکی تھی ,1
jis k bhut sy faeedy mily m kuch us k baary m likhna chahta hoo .,0.0, جس کے بہت سے فائدے ملے میں کچھ اس کے بارے میں لکھنا چاہتا ہوں . ,0
Ayesha Noor Mara to dil chahta ha ma en sub Randion ko kutti bana Kar chodo 00966536908700 imo whatsap,1.0, عائشہ نور میرا تو دل چاہتا ہے میں ان سب رنڈیوں کو کتی بنا کر چودوں 00966536908700 آئی ایم او وٹس ایپ ,1
Kota islam ka dushman,1.0, کتا اسلام کا دشمن ,1
kuch kuch ap jese khayalaat hain,0.0, کچھ کچھ آپ جیسے خیالات ہیں ,0
Aby isi ka trcher cell dhyka kaha ha tumloguna abhy tumhra kysa hreo ha jisko solute nhi mara or chaiy isliya pilae q k tumlogu ko lahore ma.chiay piny ka bara shook thna tu us waj sa pilae loru insna,1.0, ابے آئی ایس آئی کا ٹارچر سیل دیکھا کہاں ہے تم لوگوں نے ابے تمھارا کیسا ہیرو ہے جس کو سیلیوٹ نہیں مارا اور چائے اس لئے پلائی کیوں کہ ہم لوگوں کو لاہور میں . چائے پینے کا بڑا شوق تھا نا تو اس وجہ سے پلائی لوڑو انسنا ,1
Is cheez le upar nahi bolne kakakakakaka,0.0, اس چیز لے اوپر نہیں بولنے کاکاکاکاکاکا ,1
DrAsl Gaaye RSS Ka Aik Kamyab Azmuda Farmula Hy,0.0, دراصل گائے آر ایس ایس کا ایک کامیاب ازمودہ فارمولا ہے ,1
